shortname;fullname;category_path;startdate;templatecourse;enrolment_1;enrolment_1_role
03-ACS-L-A1-S2-F2FCOMP-CTI;03-ACS-L-A1-S2: Fizică 2 (fizică computațională) (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-GAC-CTI;03-ACS-L-A1-S2: Grafică asistată de calculator (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-IAP2PI-CTI;03-ACS-L-A1-S2: Informatică aplicată 2 (prelucrarea informației) (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-IAP3II-CTI;03-ACS-L-A1-S2: Informatică aplicată 3 (instrumente informatice) (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-CLGI2-CTI;03-ACS-L-A1-S2: Comunicare în limba germană pentru ingineri 2 (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-CLFI2-CTI;03-ACS-L-A1-S2: Comunicare în limba franceză pentru ingineri 2 (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-CLSI2-CTI;03-ACS-L-A1-S2: Comunicare în limba spaniolă pentru ingineri 2 (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-PED1-CTI;03-ACS-L-A1-S2: Pedagogie I (Fundamentele pedagogiei. Teoria și metodologia curriculumului) (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-ESU-CTI;03-ACS-L-A1-S2: Ecologie socio-umană (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-CCE-CTI;03-ACS-L-A1-S2: Cultură şi civilizaţie europeană (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-EAP-CTI;03-ACS-L-A1-S2: Etică aplicată (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-RARG-CTI;03-ACS-L-A1-S2: Retorică și argumentare (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-MGP-CTI;03-ACS-L-A1-S2: Managementul performantei (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-VOL2-CTI;03-ACS-L-A1-S2: Voluntariat 2 (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A2-S1-EFS1-CTI;03-ACS-L-A2-S1: Educaţie fizică şi sport 1 (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-Ped2-CTI;03-ACS-L-A2-S1: Pedagogie II (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-M4-CTI;03-ACS-L-A2-S1: Matematică 4 (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-Psi-CTI;03-ACS-L-A2-S1: Psihoinventică (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-Pol-CTI;03-ACS-L-A2-S1: Politologie (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-FCT-CTI;03-ACS-L-A2-S1: Filosofia culturii tehnice (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-FC-CTI;03-ACS-L-A2-S1: Filosofie cognitivistă (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-CFiz-CTI;03-ACS-L-A2-S1: Complemente de fizică (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A2-S2-DS-CTI;03-ACS-L-A2-S2: Didactica specialităţii (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A2-S2-EFS2-CTI;03-ACS-L-A2-S2: Educaţie fizică şi sport 2 (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A2-S2-MAT5-CTI;03-ACS-L-A2-S2: Matematică 5 (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A2-S2-AV-CTI;03-ACS-L-A2-S2: Activitate de voluntariat (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A3-S1-PACME-CTI;03-ACS-L-A3-S1: Proiectarea asistată de calculator a modulelor electronice (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-Bing-CTI;03-ACS-L-A3-S1: Bioinginerie (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-EG-CTI;03-ACS-L-A3-S1: Economie generală (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-EF-CTI;03-ACS-L-A3-S1: Economia firmei (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-IAC-CTI;03-ACS-L-A3-S1: Instruire asistată de calculator (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-PPedI-CTI;03-ACS-L-A3-S1: Practică pedagogică în învaţământul preuniversitar obligatoriu (1) (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-TCS-CTI;03-ACS-L-A3-S1: Tehnici de comunicare şi scriere tehnică (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A3-S2-MkI-CTI;03-ACS-L-A3-S2: Marketing industrial (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-MkS-CTI;03-ACS-L-A3-S2: Marketing strategic (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-OACME-CTI;03-ACS-L-A3-S2: Optimizarea asistată de calculator a modulelor electronice (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-IIGP-CTI;03-ACS-L-A3-S2: Istoria ideilor şi gândirii politice (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-IPr-CTI;03-ACS-L-A3-S2: Ingineria programelor (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-IC-CTI;03-ACS-L-A3-S2: Ingineria calculatoarelor (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-FS-CTI;03-ACS-L-A3-S2: Fiabilitate software (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-MCE-CTI;03-ACS-L-A3-S2: Managementul clasei de elevi (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-EAN1-CTI;03-ACS-L-A3-S2: Examen de absolvire - Nivelul I (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-PPedII-CTI;03-ACS-L-A3-S2: Practică pedagogică în învaţământul preuniversitar obligatoriu (2) (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-AV-CTI;03-ACS-L-A3-S2: Activitate de voluntariat (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A4-S1-MP-CTI;03-ACS-L-A4-S1: Managementul proiectelor (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 4 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A4-S2-AV-CTI;03-ACS-L-A4-S2: Activitate de voluntariat (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 4 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-M-A1-S1-PMPE-CTI;03-ACS-M-A1-S1: Proiectarea şi managementul programelor educaţionale (CTI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-M-A1-S2-AV-CTI;03-ACS-M-A1-S2: Activitate de voluntariat (CTI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-PATA-CTI;03-ACS-M-A1-S2: Psihopedagogia adolescenţilor, tinerilor şi adulţilor (CTI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-CO-CTI;03-ACS-M-A1-S2: Consiliere şi orientare (CTI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-M-A2-S1-SEd-CTI;03-ACS-M-A2-S1: Sociologia educaţiei (CTI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-DDDDS-CTI;03-ACS-M-A2-S1: Didactica domeniului şi dezvoltări în didactica specializării (învăţământ liceal, postliceal) (CTI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-M-A2-S2-AV-CTI;03-ACS-M-A2-S2: Activitate de voluntariat (CTI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-PPILP-CTI;03-ACS-M-A2-S2: Practică pedagogică (învăţământ liceal, postliceal) (CTI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-EAPPNII-CTI;03-ACS-M-A2-S2: Examen de absolvire, Nivelul II (CTI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-M-A1-S1-PMPE-IS;03-ACS-M-A1-S1: Proiectarea şi managementul programelor educaţionale (IS - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-M-A1-S2-Tsac-IS;03-ACS-M-A1-S2: Testare software şi asigurarea calităţii (IS - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-AaaiSac-IS;03-ACS-M-A1-S2: Autentificarea şi autorizarea accesului la informaţie. Sisteme de audit şi certificare (IS - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-AV-IS;03-ACS-M-A1-S2: Activitate de voluntariat (IS - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-PATA-IS;03-ACS-M-A1-S2: Psihopedagogia adolescenţilor, tinerilor şi adulţilor (IS - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-CO-IS;03-ACS-M-A1-S2: Consiliere şi orientare (IS - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-M-A2-S1-SEd-IS;03-ACS-M-A2-S1: Sociologia educaţiei (IS - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-DDDDS-IS;03-ACS-M-A2-S1: Didactica domeniului şi dezvoltări în didactica specializării (învăţământ liceal, postliceal) (IS - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-M-A2-S2-AV-IS;03-ACS-M-A2-S2: Activitate de voluntariat (IS - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-PPILP-IS;03-ACS-M-A2-S2: Practică pedagogică (învăţământ liceal, postliceal) (IS - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-EAPPNII-IS;03-ACS-M-A2-S2: Examen de absolvire, Nivelul II (IS - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-M-A1-S1-PMPE-IM;03-ACS-M-A1-S1: Proiectarea şi managementul programelor educaţionale (IM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Inginerie și management / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-M-A1-S2-AV-IM;03-ACS-M-A1-S2: Activitate de voluntariat (IM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Inginerie și management / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-PATA-IM;03-ACS-M-A1-S2: Psihopedagogia adolescenţilor, tinerilor şi adulţilor (IM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Inginerie și management / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-CO-IM;03-ACS-M-A1-S2: Consiliere şi orientare (IM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Inginerie și management / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-M-A2-S1-SEd-IM;03-ACS-M-A2-S1: Sociologia educaţiei (IM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Inginerie și management / Anul 2 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-DDDDS-IM;03-ACS-M-A2-S1: Didactica domeniului şi dezvoltări în didactica specializării (învăţământ liceal, postliceal) (IM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Inginerie și management / Anul 2 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-M-A2-S2-AV-IM;03-ACS-M-A2-S2: Activitate de voluntariat (IM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Inginerie și management / Anul 2 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-PPILP-IM;03-ACS-M-A2-S2: Practică pedagogică (învăţământ liceal, postliceal) (IM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Inginerie și management / Anul 2 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-EAPPNII-IM;03-ACS-M-A2-S2: Examen de absolvire, Nivelul II (IM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Inginerie și management / Anul 2 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-M-A1-S1-PMPE-CTI-U;03-ACS-M-A1-S1: Proiectarea şi managementul programelor educaţionale (CTI-U - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-M-A1-S2-AV-CTI-U;03-ACS-M-A1-S2: Activitate de voluntariat (CTI-U - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-PATA-CTI-U;03-ACS-M-A1-S2: Psihopedagogia adolescenţilor, tinerilor şi adulţilor (CTI-U - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-CO-CTI-U;03-ACS-M-A1-S2: Consiliere şi orientare (CTI-U - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-M-A2-S1-SEd-CTI-U;03-ACS-M-A2-S1: Sociologia educaţiei (CTI-U - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-DDDDS-CTI-U;03-ACS-M-A2-S1: Didactica domeniului şi dezvoltări în didactica specializării (învăţământ liceal, postliceal) (CTI-U - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-M-A2-S2-AV-CTI-U;03-ACS-M-A2-S2: Activitate de voluntariat (CTI-U - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
